title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src
Christmas Encore,TV-G,83,5.7,,"Drama, Romance",2017,A struggling actress auditions for the lead role in a theater production of 'A Christmas Carol'.,Bradley Walsh,"Maggie Lawson, Brennan Elliott, Art Hindle, Tracey Hoyt, ","1,375",,"https://m.media-amazon.com/images/M/MV5BZTIxNDkyZDUtMTFkYy00OTI2LThjODMtNDdiN2NmMWQ4YThlXkEyXkFqcGdeQXVyNjk2Mjc2OTI@._V1_UX140_CR0,0,140,209_AL_.jpg"
Let's Meet Again on Christmas Eve,TV-PG,87,5.8,,"Drama, Romance",2020,Two college sweethearts reconnect while coordinating a wedding just in time for the holidays.,Jeff Beesley,"Kyla Pratt, Brooks Darnell, Nancy Sorel, Paul Essiembre, ",415,,"https://m.media-amazon.com/images/M/MV5BY2MwM2JiYmMtOGE5MC00YzdkLTg0ZjAtMTM2NzdhOWIyNzc3XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
3 Holiday Tails,TV-PG,88,5.6,,"Comedy, Family, Romance",2011,"Old flames reunite and sparks are reignited at Christmastime in Florida, but the man is already engaged to another woman so a recently retired couple try to intervene with the help of their dogs.",Joe Menendez,"Alley Mills, Julie Gonzalo, K.C. Clyde, Bruce Davison, ",833,,"https://m.media-amazon.com/images/M/MV5BMTEyNzcxNjI4NzheQTJeQWpwZ15BbWU3MDEyMzAyNTk@._V1_UY209_CR0,0,140,209_AL_.jpg"
A Sisterly Christmas,TV-PG,83,5.6,,"Drama, Romance",2021,"Two sisters receive an early Christmas gift, an inheritance that takes them on a luxury holiday vacation. They run into their childhood rival, who digs in on these sisters, testing their resolve as women and their bonds of sisterhood.",Jerry LaMothe,"Deborah Joy Winans, Kendrick Cross, Lisa Michelle Cornelius, Kyana Teresa, ",182,,"https://m.media-amazon.com/images/M/MV5BMWIyYzgxZTUtYWJmZS00MGI3LWIzYTktYTlmNWNjMzgzYmM1XkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UX140_CR0,0,140,209_AL_.jpg"
The Great Holiday Bake War,TV-PG,84,6.1,,"Comedy, Drama, Romance",2022,"Julian and Brianna, old rivals from baking school meet again in a TV competition having separate plans on how to win they will learn that by working together they can create a new recipe for success and love.",Lisa France,"LeToya Luckett, Colton Royce, Julia Dyan, Finesse Mitchell, ",118,,"https://m.media-amazon.com/images/M/MV5BYjFiZWM2YzctMjMxYS00MDczLTg5NTQtMTY5NGU0ZTEwNzI3XkEyXkFqcGdeQXVyMTQzNTA5MzYz._V1_UY209_CR0,0,140,209_AL_.jpg"
A Belle for Christmas,PG,91,4.7,,"Comedy, Drama, Family",2014,"When a sweet young boy and his precocious sister discover their newly adopted puppy Belle has been nabbed by the beautiful gold digger, the kids recruit their neighborhood friends and set out on an adventurous rescue mission to save her.",Jason Dallas,"Dean Cain, Kristy Swanson, Jet Jurgensmeyer, Haylie Duff, ",558,,"https://m.media-amazon.com/images/M/MV5BMTYzNDU2MzE3NF5BMl5BanBnXkFtZTgwNDcwMTA0MjE@._V1_UY209_CR4,0,140,209_AL_.jpg"
The Night Before the Night Before Christmas,TV-PG,88,5.6,,"Family, Fantasy",2010,"When Santa sets off on his Christmas duties a day early, crashes into the Fox family's house, ends up with amnesia, and loses his magic sack of presents, he needs help. But the Foxes are a ...                See full summary »",James Orr,"Jennifer Beals, Rick Roberts, R.D. Reid, Jordan Prentice, ",726,,"https://m.media-amazon.com/images/M/MV5BMTQ0MzQ1NTUyMl5BMl5BanBnXkFtZTgwNzMzNDA2MDE@._V1_UY209_CR1,0,140,209_AL_.jpg"
Cupid for Christmas,PG,87,5.6,,"Comedy, Fantasy, Romance",2021,"Hoping to land a promotion and become the new Cupid, his hapless apprentice, Ruby, is tasked with finding the perfect match for their most hopeless case yet.",Blayne Weaver,"Melanie Stone, Ryan Carnes, Natasha Behnam, Cocoa Brown, ",238,,"https://m.media-amazon.com/images/M/MV5BY2I2OWU3MzAtZWQ3OC00ZmQzLWE2ZmUtNzg4ZjdiMDc3NmFmXkEyXkFqcGdeQXVyMTQwNzAyMA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Always and Forever Christmas,TV-G,87,5.4,,"Comedy, Drama, Family",2019,A marketing executive makes a trip back home to sell the Christmas gift shop she inherited from her grandfather.,Siobhan Devine,"Lexi Lawson, Mark Ghanimé, Beth Broderick, Cardi Wong, ",539,,"https://m.media-amazon.com/images/M/MV5BNjMyMDIxNzktZGNlYi00NGE4LTk1YTMtOWVhYjgwZDQxNjJlXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR8,0,140,209_AL_.jpg"
A Sweet Christmas Romance,TV-G,87,6.2,,"Comedy, Drama, Romance",2019,"When a food stylist finds out the owner of her favorite bakery is retiring and sponsoring a baking contest to see who will be her successor, she enters but then is forced to join forces with a rival chef to try and win.",Michael Robison,"Adelaide Kane, Greyston Holt, Loretta Devine, Hamza Fouad, ",805,,"https://m.media-amazon.com/images/M/MV5BYTQ0MTM4NzYtNTBhOC00OWNiLWFkNTctMzAwZDRjMTZjMDJmXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
The Dog Who Saved Christmas Vacation,PG,89,3.7,,"Comedy, Family",2010,"The Bannister family - including former K-9 police hero Zeus (voiced by Mario López) - is back, and this time they're spending their holidays at a beautiful Rocky Mountain resort.",Michael Feifer,"Mario Lopez, Dean Cain, Paris Hilton, Gary Valentine, ",469,,"https://m.media-amazon.com/images/M/MV5BOTk2MDU4NTYxOF5BMl5BanBnXkFtZTgwOTA5NDA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg"
Christmas at the Chateau,TV-PG,98,3.8,,"Comedy, Drama, Romance",2019,"How will 3 sisters save the Shakespeare Chateau, historic mansion and beloved family home, from a corrupt bank that threatens to foreclose on Christmas Day?",Jason Hudson,"Kinsey Leigh Redmond, Justen Jones, Jeffrey Staab, Sarah McGuire, ",346,,"https://m.media-amazon.com/images/M/MV5BNWM3MmY4MWItZTU3My00NjBhLTg3Y2QtZjk5ZGQ5MGIyMGM1XkEyXkFqcGdeQXVyMTUzMDQ3NTE@._V1_UY209_CR11,0,140,209_AL_.jpg"
Christmas Is Here Again,G,74,5.1,,"Animation, Adventure, Comedy",2007,"When the evil Krad steals Santa's toy bag he crushes the holiday spirit- and the world's children forget about Christmas. Now, an orphan and her friends embark on a polar adventure to try to stop Krad from destroying Christmas.",Robert Zappia,"Darrell Van Citters, Jay Leno, Edward Asner, Kathy Bates, Madison Davenport, ",373,,"https://m.media-amazon.com/images/M/MV5BMTM5NDUyODEwOF5BMl5BanBnXkFtZTcwNDM5MzkzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
The Truth About Christmas,TV-14,90,5.6,,"Comedy, Drama, Romance",2018,"Jillian, a spin doctor for her councilman boyfriend, George, is not above lying to a little girl to achieve her goals, especially as she's about to meet George's family, so Santa decides to teach her a lesson.",Jaime Eliezer Karas,"Kali Hawk, Damon Dayoub, Ali Ghandour, Michela Cannon, ",655,,"https://m.media-amazon.com/images/M/MV5BZDQ1ZDg2YjktYWI4Ny00Y2Y4LWI1MjEtODI4NDU5MTFmYzBjXkEyXkFqcGdeQXVyNTgzNDAyODA@._V1_UX140_CR0,0,140,209_AL_.jpg"
All I Want for Christmas,PG,86,5.8,,Family,2022,"A young girl's Christmas wish for her divorced parents to get back together becomes a reality with a twist of holiday joy, comedy, and laughter.",Armani Martin,"Patricia Mizen, Sarah Mae Agnew, Queen Ajima, Cecil, ",47,,"https://m.media-amazon.com/images/M/MV5BMWY5N2ZjNDYtOWIyZS00ZjliLTliNWEtYWIxNTYzZmFlNDE3XkEyXkFqcGdeQXVyOTYwNjI5MzU@._V1_UY209_CR2,0,140,209_AL_.jpg"
The Dog Who Saved the Holidays,PG,83,4.5,,"Comedy, Family",2012,"The Bannisters are back with a new family addition - a mischievous pup named Eve. Watch as everyone's favorite dog, Zeus, learns to love his new sister and take down some bumbling thieves.",Michael Feifer,"Joey Lawrence, Peyton List, Gary Valentine, Elisa Donovan, ",312,,"https://m.media-amazon.com/images/M/MV5BMjA2MTMzMzU3Nl5BMl5BanBnXkFtZTgwNTgwNzA2MDE@._V1_UY209_CR8,0,140,209_AL_.jpg"
Holiday Heist,TV-PG,87,5.7,,"Crime, Drama, Romance",2019,A man released from prison is torn between a life of crime and a fresh start with a woman he meets while scoping out a potential heist,Roger M. Bobb,"Chaley Rose, Tobias Truvillion, Phillip Edward Van Lear, Lucien Cambric, ",161,,"https://m.media-amazon.com/images/M/MV5BZTc1YWQ3Y2ItMDVmYi00YTE1LThlMTItMGE0OGQ1MzcwMzBjXkEyXkFqcGdeQXVyNTc4ODE0MDU@._V1_UX140_CR0,0,140,209_AL_.jpg"
Entertaining Christmas,TV-G,85,6.1,,"Comedy, Romance",2018,Candace has never lived up to her mom's standards. She's sent in her place to plan a Christmas party.,Robin Dunne,"Jodie Sweetin, Brendan Fehr, Jane Moffat, Ana Araujo, ","1,141",,"https://m.media-amazon.com/images/M/MV5BN2VjYjdmZTktNmZlYy00NTJlLWE1NDktNGMxMWFkYWU3NTM1XkEyXkFqcGdeQXVyNDM5NDkyODg@._V1_UX140_CR0,0,140,209_AL_.jpg"
The Christmas Edition,TV-PG,88,6.1,,"Drama, Romance",2020,"At Christmastime, up-and-coming journalist Jackie's life is at crossroads until she finds an unexpected opportunity to run a newspaper in small-town Alaska. She decides to try it and ...                See full summary »",Peter Sullivan,"Carly Hughes, Rob Mayes, Marie Osmond, Aloma Wright, ",698,,"https://m.media-amazon.com/images/M/MV5BOTgyNWVjYjgtY2YzMi00MGQ3LTk4ZjgtNDhlODM5NDViZThlXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR34,0,140,209_AL_.jpg"
Magical Christmas Shoes,TV-G,87,6.3,,"Comedy, Romance",2019,"A pair of magical shoes step into Noelle's holiday season, allowing her to rediscover her Christmas spirit and find love too.",Robin Dunne,"Erin Karpluk, Damon Runyan, Genelle Williams, Drew Nelson, ",623,,"https://m.media-amazon.com/images/M/MV5BODIyNzEwZTYtNDFmMS00NTQ1LTg3YzgtMDYzZjU2YjdiNWQzXkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UY209_CR0,0,140,209_AL_.jpg"
Mariah Carey's Magical Christmas Special,TV-G,43,5.8,,"Adventure, Family, Fantasy",2020,"When the world is faced with a holiday cheer crisis, the North Pole knows only one person who can solve it: Santa's great friend, Mariah Carey.",Roman Coppola,"Hamish Hamilton, Mariah Carey, Monroe Cannon, Moroccan Cannon, Misty Copeland, ","1,476",,"https://m.media-amazon.com/images/M/MV5BZmVmMTZmYjEtMGVjMy00NjFkLTg0NDItZTdlMDYxODFmMjE2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Holiday Hideaway,TV-14,96,8.3,,"Family, Romance",2022,"Carly Stewart is the queen of holiday celebrations, but her mistletoe misstep sends her running to a Holiday Hideaway that teaches her the importance of family, forgiveness, and fighting for love.",Cole Patterson,"Lamese Williams, Vivica A. Fox, Camille Winbush, Ella Joyce, Reginald C. Hayes, ",48,,"https://m.media-amazon.com/images/M/MV5BNzI1NDY5MDItMzkxYS00MDkzLTg0MjgtNTA0MTdmMGJhYmM3XkEyXkFqcGdeQXVyMTM0NzYzMzc0._V1_UY209_CR34,0,140,209_AL_.jpg"
Christmas in Wolf Creek,TV-G,86,4.7,,"Comedy, Drama, Romance",2022,"A woman and her boyfriend struggle to maintain their relationship, and when a reindeer threatens the annual Christmas play, the couple must work together to save Christmas for the town.",Marco Deufemia,"Tim Rozon, Nola Martin, Art Hindle, Madeline Leon, ",60,,"https://m.media-amazon.com/images/M/MV5BNzM5ZjU1OTYtYzE4ZC00OTQzLTg0MTktNTFlZGJhMzdjODA0XkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR4,0,140,209_AL_.jpg"
Christmas on Wheels,TV-PG,86,5.8,,Romance,2020,"Upon learning that her uncle sold her mom's vintage convertible, a car full of Christmas memories, Ashley enlists the help of her uncle's attorney Duncan to get it back.",Marita Grabiak,"Tiya Sircar, Lara Amersey, Serena Arella, Jennifer Austin, ",459,,"https://m.media-amazon.com/images/M/MV5BMDg3Y2RkYjUtZGY2OS00MzMzLWFkNWItMTI1NGYxMjc4NTI4XkEyXkFqcGdeQXVyNTQ2NjI3NDQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
Wish for Christmas,PG,96,4.9,,"Drama, Family",2016,A high-school student makes a wish that her parents would lose their faith.,John K.D. Graham,"Joey Lawrence, Leigh-Allyn Baker, Anna Fricks, Bill Engvall, ",962,,"https://m.media-amazon.com/images/M/MV5BMjEwODE4ODAyOV5BMl5BanBnXkFtZTgwMzUwNzg0MDI@._V1_UY209_CR8,0,140,209_AL_.jpg"
Baby in a Manger,G,80,5.2,,"Drama, Romance",2019,"Christmas is about a miracle baby, but when CPS agent Alison and police officer Brock find a lost baby lying in a nativity scene, it'll take a miracle for them just to stop bickering. Can ...                See full summary »",Justin G. Dyck,"Monica Rodriguez Knox, Michael Morrone, Caylin Turner, Gene Abella, ",286,,"https://m.media-amazon.com/images/M/MV5BNWRjNDk2YWMtOWQ0Ni00YzliLWI3MzQtNzhhZDhjOWE4NjlmXkEyXkFqcGdeQXVyNjI4Mzg5OTg@._V1_UY209_CR2,0,140,209_AL_.jpg"
The Christmas Consultant,TV-PG,88,5.1,,Comedy,2012,A sought-after holiday consultant is hired by a workaholic mother to get her family through the holidays.,John Bradshaw,"David Hasselhoff, Caroline Rhea, Barclay Hope, Eliza Faria, ",634,,"https://m.media-amazon.com/images/M/MV5BOWJhZjI4NWUtMDA2MC00N2RhLWFjZjQtZDA4NGNlZjZhYjUxXkEyXkFqcGdeQXVyNzM3MjY2MjU@._V1_UY209_CR3,0,140,209_AL_.jpg"
An Accidental Christmas,TV-PG,90,4.5,,"Comedy, Family, Romance",2007,A couple separated for almost a year endure the machinations of their two children trying to effect a reconciliation.,Fred Olen Ray,"Cynthia Gibb, David Millbern, Jason Connery, Stuart Pankin, ",609,,"https://m.media-amazon.com/images/M/MV5BZTZkMjEwZGMtYWMyMC00ZjM2LTk0ZTktMDFkNWJhZGY5NTAwXkEyXkFqcGdeQXVyNzE5MTA4Nw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
Baking Spirits Bright,TV-PG,85,5.2,,"Drama, Romance",2021,Mira Varma will do everything it takes to protect the core and heart of the family fruitcakes company she loves.,Aubrey Arnason,"Rekha Sharma, Dion Johnstone, Aadila Dosani, Praneet Akilla, ",281,,"https://m.media-amazon.com/images/M/MV5BYmM1ODNjMjktMTBmYy00ZDU4LTlmOTctNjQwNzM1MzhkMGU3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UX140_CR0,0,140,209_AL_.jpg"
A Sugar & Spice Holiday,TV-G,84,6.3,,"Comedy, Drama, Romance",2020,"A rising young architect, Suzy, returns to her hometown in Maine for Christmas and finds herself competing in the local gingerbread bake-off alongside an old high school classmate, Billy, while also trying to win a big promotion at work.",Jennifer Liao,"Jacky Lai, Tony Giroux, Lillian Lim, Tzi Ma, ",565,,"https://m.media-amazon.com/images/M/MV5BN2JiZGNiOWQtYmY0Ny00MDc1LWFkZmMtMGU0MjQyZTY1M2E1XkEyXkFqcGdeQXVyMzU0Njg0MDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
A Christmas for Mary,TV-G,90,5.8,,"Drama, Romance",2020,"Up-and-coming journalist Lena Jones is tasked with delivering a story by Christmas that will wow her boss, magazine editor Vivian Vaye, who is dangling a promotion to head writer over ...                See full summary »",David DeCoteau,"Vivica A. Fox, Jackée Harry, Morgan Dixon, Leah Briese, ",179,,"https://m.media-amazon.com/images/M/MV5BNTI5ZDAzNGMtZTA0Yy00MWQxLThmNzMtMzgzMjcwM2NjMTk0XkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR0,0,140,209_AL_.jpg"
A Crafty Christmas Romance,TV-PG,84,5.5,,Romance,2020,"Mandy Page, the owner of a used book store, loves Christmas.When she finds a touching letter to Santa stuffed between the pages of an old book recently donated, she decides it would be fun ...                See full summary »",Brian Brough,"Nicola Posener, Brad Johnson, Renny Grames, Wuta Beta, ",585,,"https://m.media-amazon.com/images/M/MV5BNjM1OWQzYWQtOTM4Yy00YjM4LTljODYtY2NmYzZhYmVhZDEwXkEyXkFqcGdeQXVyMjUwOTMwNw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
Baking Christmas,TV-PG,84,6.1,,"Comedy, Drama, Romance",2019,"When their mother decides to retire, her three children organize the Christmas Cake Off to choose which one of them will take over the family bakery.",Fred Olen Ray,"Khalilah Joi, Arnell Powell, Leigh-Ann Rose, Aloma Wright, ",185,,"https://m.media-amazon.com/images/M/MV5BMDgyNzJmNTYtYWI2Mi00ZDIwLTgyMWEtNWYwYWM5YzgyMzUxXkEyXkFqcGdeQXVyMTU0NjY0NDg@._V1_UY209_CR12,0,140,209_AL_.jpg"
One Christmas Wish,TV-PG,86,6.7,,"Drama, Family, Musical",2015,"Feeling alone during the holidays, a college student places an ad to find a family to spend time with her on Christmas.",James Head,"Amber Riley, Matreya Fedor, Priscilla Faia, Camille Sullivan, ",566,,"https://m.media-amazon.com/images/M/MV5BNjI1ZWFlMmYtMTVmZS00MmE1LWI1ZmUtZTRmYzA1YTQwMDRjXkEyXkFqcGdeQXVyMDEwODMxNA@@._V1_UY209_CR4,0,140,209_AL_.jpg"
His and Her Christmas,TV-PG,89,5.1,,"Comedy, Drama, Romance",2005,Tom Lane is the star columnist for the media conglomerate owned San Francisco Sun newspaper. The company is thinking about increasing Tom's exposure by producing a new television show ...                See full summary »,Farhad Mann,"Dina Meyer, David Sutcliffe, April Telek, Kyle Cassie, ",719,,"https://m.media-amazon.com/images/M/MV5BYzE4YjM5NzEtNDE2Ny00YTUwLWJkN2MtYzdjZmI0YWM0NDBhXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
Puppy Star Christmas,PG,91,3.7,,"Comedy, Family, Musical",2018,"A song-filled new Air Bud 'Pup Star' movie that introduces four new pups to the family, who stow away on Santa's sleigh and find themselves trapped at the North Pole, trying to save the world's Christmas spirit.",Robert Vince,"Diedrich Bader, Oakley Bull, Tyreese Burnett, Chico, ",293,,"https://m.media-amazon.com/images/M/MV5BM2NkODhiYjktYjdkZi00MGQ2LTljMDAtZTA1ZGYwMWMzZDc3XkEyXkFqcGdeQXVyMDQ0MDI4OA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Cancel Christmas,TV-G,87,5.5,,"Comedy, Family, Fantasy",2010,Santa Claus discovers that children have become too greedy and must prove otherwise before his favorite holiday is canceled. His mission is to teach two incorrigible children the importance of charity.,John Bradshaw,"Judd Nelson, Justin Landry, Natalie Brown, John Fleming, ",617,,"https://m.media-amazon.com/images/M/MV5BMjMxODMwNDI1MV5BMl5BanBnXkFtZTgwMDMwODcwMzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
I'll Be Next Door for Christmas,TV-PG,100,5,,"Comedy, Family",2018,"Chronically embarrassed by her family's over-the-top Christmas celebrations, a teenage girl hatches an elaborate plan to avoid her parents when her long-distance boyfriend plans a visit.",David Jay Willis,"Juliette Angelo, Kirrilee Berger, Regan Burns, Beth Littleford, ",809,,"https://m.media-amazon.com/images/M/MV5BMTUwNzg1OGUtNDIxYS00Y2ZkLThhZjktYTE2NThlZTMzYWFhXkEyXkFqcGdeQXVyMDY0MDUxOA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
Off Season,TV-G,94,5.6,,"Comedy, Drama, Family",2001,"After the death of his parents, 10-year-old, Jackson Mayhew (Culkin), moves in with his Aunt. But when he befriends an elderly man (Cronyn), he begins to suspect that the old man is actually Santa Claus.",Bruce Davison,"Sherilyn Fenn, Hume Cronyn, Bruce Davison, Tom McBeath, ",373,,"https://m.media-amazon.com/images/M/MV5BZmE0YTE0ZTYtNDFjZC00YWQwLWJhNmEtNmIzOTY5ZmQ5ZmEyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY209_CR8,0,140,209_AL_.jpg"
An Unremarkable Christmas,TV-14,82,3.3,,"Comedy, Drama",2020,"Before the events of S1, Juanquini, El Ñato and Captain González shared one Christmas wish: being courageous enough to change their lives. One mysterious character, El Dañado, could be the one who makes their dreams come true.",Juan Camilo Pinzón,"Luis Eduardo Arango, Julián Cerati, Aura Cristina Geithner, Mariana Gómez, ",160,,"https://m.media-amazon.com/images/M/MV5BYTNlOTFhNmMtYmZjNy00YjkyLWE0YjUtYzI5OGM4ZjQ1ZWY2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY209_CR4,0,140,209_AL_.jpg"
The Christmas High Note,TV-G,85,5.2,,Romance,2020,A woman develops feelings for a single father while helping his teenage daughter prepare to sing in a Christmas Eve pageant.,Brian Skiba,"Jamie Luner, Johnny Messner, Kassandra Clementi, William McNamara, ",285,,"https://m.media-amazon.com/images/M/MV5BN2JiYWQ2OWItNWEwNC00NzQxLWE1MjktMTQzZmMzZWRhYjhiXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
Christmas in Compton,PG-13,93,4.6,,Comedy,2012,"Big Earl, the owner of a Christmas tree lot in Compton, California runs into some trouble when his son Derrick crosses the line to prove to his father that he is a success.",David Raynr,"Keith David, Omar Gooding, Sheryl Lee Ralph, Miguel A. Núñez Jr., ",321,,"https://m.media-amazon.com/images/M/MV5BMTUyNjQ1NzAxN15BMl5BanBnXkFtZTcwNjE4Nzk0OA@@._V1_UY209_CR4,0,140,209_AL_.jpg"
Kirk Franklin's A Gospel Christmas,TV-G,87,6.5,,"Drama, Musical, Romance",2021,"Olivia, a young assistant pastor, deals with the transition to be lead pastor at a new church a month before Christmas, and finds a little romance along the way.",Erica C. Sutherlin,"Demetria McKinney, Chaz Lamar Shepherd, Angela Birchett, Kendra C. Johnson, ",317,,"https://m.media-amazon.com/images/M/MV5BNjE5YWFhMzMtNDgyNy00ZDVhLWE4Y2YtNzI4ZjkwNWI1OWVlXkEyXkFqcGdeQXVyNzQwMTU3NzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
A Bulldog for Christmas,TV-G,83,3.8,,"Comedy, Drama, Family",2013,On Christmas Vacation a cynical college student is magically transformed into a bulldog until she learns the meaning of her family and the Christmas spirit.,Henrique Couto,"Marylee Osborne, Henrique Couto, Erin R. Ryan, Amy Taint, ",112,,"https://m.media-amazon.com/images/M/MV5BMTUxMzUxODczN15BMl5BanBnXkFtZTgwMzUyMDg0MzE@._V1_UY209_CR8,0,140,209_AL_.jpg"
O' Christmas Tree,TV-G,48,5.8,,"Animation, Family, Musical",1999,"Featuring the voices of Edward Asner, Tim Conway and Marie Osmond, this tale is set in a snowy forest on Christmas Eve where a forlorn pine tree feels she is too homely to ever realize her dream of becoming a real Christmas tree.",Bert Ring,"Edward Asner, Tim Conway, Marie Osmond, Debi Derryberry, ",136,,"https://m.media-amazon.com/images/M/MV5BMjI5MzI4OTc3M15BMl5BanBnXkFtZTgwNTA3NTAwNzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
